Discovered 3965 test files (~42342 tests) under ['tests']; running with -j 8
INFO     hermes_cli.plugins:plugins.py:378 Plugin 'openrouter' registered image_gen provider: nous
INFO     hermes_cli.plugins:plugins.py:378 Plugin 'xai' registered image_gen provider: xai
INFO     hermes_cli.plugins:plugins.py:378 Plugin 'deepinfra' registered video_gen provider: deepinfra
INFO     hermes_cli.plugins:plugins.py:378 Plugin 'fal' registered video_gen provider: fal
INFO     hermes_cli.plugins:plugins.py:378 Plugin 'xai' registered video_gen provider: xai
INFO     hermes_cli.plugins:plugins.py:378 Plugin 'web-brave-free' registered web provider: brave-free
INFO     hermes_cli.plugins:plugins.py:378 Plugin 'web-ddgs' registered web provider: ddgs
INFO     hermes_cli.plugins:plugins.py:378 Plugin 'web-exa' registered web provider: exa
INFO     hermes_cli.plugins:plugins.py:378 Plugin 'web-firecrawl' registered web provider: firecrawl
INFO     hermes_cli.plugins:plugins.py:378 Plugin 'web-keenable' registered web provider: keenable
INFO     hermes_cli.plugins:plugins.py:378 Plugin 'web-parallel' registered web provider: parallel
INFO     hermes_cli.plugins:plugins.py:378 Plugin 'web-perplexity' registered web provider: perplexity
INFO     hermes_cli.plugins:plugins.py:378 Plugin 'web-searxng' registered web provider: searxng
INFO     hermes_cli.plugins:plugins.py:378 Plugin 'web-tavily' registered web provider: tavily
INFO     hermes_cli.plugins:plugins.py:378 Plugin 'web-xai' registered web provider: xai
INFO     hermes_cli.plugins:plugins.py:1451 Plugin discovery complete: 64 found, 51 enabled
INFO     agent.model_metadata:model_metadata.py:1873 No model id provided for context length resolution — defaulting to 256,000 tokens.
------------------------------ Captured log call -------------------------------
INFO     agent.turn_context:turn_context.py:842 conversation turn: session=20260908_021746_60c010 model= provider=custom platform=unknown history=0 msg='answer me'
INFO     run_agent:client_lifecycle.py:130 OpenAI client closed (request_complete, shared=False, tcp_force_closed=0) thread=Thread-58 (<lambda>):138731705067200 provider=custom base_url=https://openrouter.ai/api/v1 model=
INFO     agent.conversation_loop:turn_usage.py:84 API call #1: model= provider=custom in=? out=? total=? latency=0.0s usage=unavailable
WARNING  agent.conversation_loop:turn_empty_response.py:68 Empty response (no content or reasoning) — retry 1/3 in 0.0s (model=)
INFO     run_agent:client_lifecycle.py:130 OpenAI client closed (request_complete, shared=False, tcp_force_closed=0) thread=Thread-59 (<lambda>):138731705067200 provider=custom base_url=https://openrouter.ai/api/v1 model=
INFO     agent.conversation_loop:turn_usage.py:84 API call #2: model= provider=custom in=? out=? total=? latency=0.0s usage=unavailable
WARNING  agent.conversation_loop:turn_empty_response.py:257 Repeated empty response detected (model= provider=custom finish_reason=stop) — skipping remaining retries
WARNING  agent.conversation_loop:turn_empty_response.py:269 Empty response after 1 retries — attempting fallback (model=, provider=custom)
INFO     agent.conversation_loop:turn_empty_response.py:278 Fallback activated after empty responses: now using fallback-model on nvidia
INFO     run_agent:client_lifecycle.py:130 OpenAI client closed (request_complete, shared=False, tcp_force_closed=0) thread=Thread-60 (<lambda>):138731705067200 provider=nvidia base_url=https://openrouter.ai/api/v1 model=fallback-model
INFO     agent.conversation_loop:turn_usage.py:84 API call #3: model=fallback-model provider=nvidia in=? out=? total=? latency=0.0s usage=unavailable
WARNING  agent.conversation_loop:turn_empty_response.py:68 Empty response (no content or reasoning) — retry 1/3 in 0.0s (model=fallback-model)
INFO     run_agent:client_lifecycle.py:130 OpenAI client closed (request_complete, shared=False, tcp_force_closed=0) thread=Thread-61 (<lambda>):138731705067200 provider=nvidia base_url=https://openrouter.ai/api/v1 model=fallback-model
INFO     agent.conversation_loop:turn_usage.py:84 API call #4: model=fallback-model provider=nvidia in=? out=? total=? latency=0.0s usage=unavailable
WARNING  agent.conversation_loop:turn_empty_response.py:257 Repeated empty response detected (model=fallback-model provider=nvidia finish_reason=stop) — skipping remaining retries
WARNING  agent.conversation_loop:turn_empty_response.py:269 Empty response after 1 retries — attempting fallback (model=fallback-model, provider=nvidia)
INFO     agent.conversation_loop:turn_empty_response.py:278 Fallback activated after empty responses: now using fallback-model on nvidia
INFO     run_agent:client_lifecycle.py:130 OpenAI client closed (request_complete, shared=False, tcp_force_closed=0) thread=Thread-62 (<lambda>):138731705067200 provider=nvidia base_url=https://openrouter.ai/api/v1 model=fallback-model
INFO     agent.conversation_loop:turn_usage.py:84 API call #5: model=fallback-model provider=nvidia in=? out=? total=? latency=0.0s usage=unavailable
INFO     agent.conversation_loop:turn_finalizer.py:334 Turn ended: reason=text_response(finish_reason=stop) model=fallback-model api_calls=5/9223372036854775807 budget=5/9223372036854775807 tool_turns=0 last_msg_role=assistant response_len=16 session=20260908_021746_60c010
_ TestRunConversation.test_empty_exhaustion_preserves_existing_fallback_outside_explicit_turbohaul[True-custom:other-local-custom:other-local] _

self = <tests.run_agent.test_run_agent.TestRunConversation object at 0x7e2d10c9b290>
agent = <run_agent.AIAgent object at 0x7e2cfd105a10>, explicitly_selected = True
provider = 'custom:other-local', requested_provider = 'custom:other-local'

    @pytest.mark.parametrize(
        ("explicitly_selected", "provider", "requested_provider"),
        [
            (False, "custom", "custom:turbohaul-local"),
            (True, "custom:other-local", "custom:other-local"),
            (True, "openrouter", "openrouter"),
        ],
    )
    def test_empty_exhaustion_preserves_existing_fallback_outside_explicit_turbohaul(
        self, agent, explicitly_selected, provider, requested_provider,
    ):
        """Automatic turbohaul and every non-turbohaul provider retain fallback behavior."""
        self._setup_agent(agent)
        agent.provider = provider
        agent.requested_provider = requested_provider
        agent._model_explicitly_selected = explicitly_selected
        agent._fallback_chain = [{"provider": "nvidia", "model": "fallback-model"}]
        agent._fallback_index = 0
        agent._fallback_activated = False
        empty_resp = _mock_response(content=None, finish_reason="stop")
        content_resp = _mock_response(content="Fallback answer.", finish_reason="stop")
        agent.client.chat.completions.create.side_effect = [
            empty_resp, empty_resp, empty_resp, empty_resp, content_resp,
        ]
    
        def _activate():
            agent._fallback_activated = True
            agent.provider = "nvidia"
            agent.requested_provider = "nvidia"
            agent.model = "fallback-model"
            agent._fallback_index = 1
            return True
    
        with (
            patch.object(agent, "_persist_session"),
            patch.object(agent, "_save_trajectory"),
            patch.object(agent, "_cleanup_task_resources"),
            patch("agent.conversation_loop.jittered_backoff", return_value=0),
            patch.object(agent, "_try_activate_fallback", side_effect=_activate) as fallback,
        ):
            result = agent.run_conversation("answer me")
    
>       fallback.assert_called_once_with()

tests/run_agent/test_run_agent.py:3862: 
_ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ 

self = <MagicMock name='_try_activate_fallback' id='138731948166160'>, args = ()
kwargs = {}

    def assert_called_once_with(self, /, *args, **kwargs):
        """assert that the mock was called exactly once and that that call was
        with the specified arguments."""
        if not self.call_count == 1:
            msg = ("Expected '%s' to be called once. Called %s times.%s"
                   % (self._mock_name or 'mock',
                      self.call_count,
                      self._calls_repr()))
>           raise AssertionError(msg)
E           AssertionError: Expected '_try_activate_fallback' to be called once. Called 2 times.
E           Calls: [call(), call()].

/home/kensei/.local/share/uv/python/cpython-3.11.15-linux-x86_64-gnu/lib/python3.11/unittest/mock.py:950: AssertionError
------------------------------ Captured log setup ------------------------------
INFO     run_agent:agent_runtime_helpers.py:1759 OpenAI client created (agent_init, shared=True) thread=MainThread:138732104402752 provider= base_url=https://openrouter.ai/api/v1 model=
INFO     hermes_cli.plugins:plugins.py:378 Plugin 'browser-browser-use' registered browser provider: browser-use
INFO     hermes_cli.plugins:plugins.py:378 Plugin 'browser-browserbase' registered browser provider: browserbase
INFO     hermes_cli.plugins:plugins.py:378 Plugin 'browser-firecrawl' registered browser provider: firecrawl
INFO     hermes_cli.plugins:plugins.py:378 Plugin 'deepinfra' registered image_gen provider: deepinfra
INFO     hermes_cli.plugins:plugins.py:378 Plugin 'fal' registered image_gen provider: fal
INFO     hermes_cli.plugins:plugins.py:378 Plugin 'krea' registered image_gen provider: krea
INFO     hermes_cli.plugins:plugins.py:378 Plugin 'meta-ai-image-gen' registered image_gen provider: meta-ai
INFO     hermes_cli.plugins:plugins.py:378 Plugin 'openai' registered image_gen provider: openai
INFO     hermes_cli.plugins:plugins.py:378 Plugin 'openai-codex' registered image_gen provider: openai-codex
INFO     hermes_cli.plugins:plugins.py:378 Plugin 'openrouter' registered image_gen provider: openrouter
INFO     hermes_cli.plugins:plugins.py:378 Plugin 'openrouter' registered image_gen provider: nous
INFO     hermes_cli.plugins:plugins.py:378 Plugin 'xai' registered image_gen provider: xai
INFO     hermes_cli.plugins:plugins.py:378 Plugin 'deepinfra' registered video_gen provider: deepinfra
INFO     hermes_cli.plugins:plugins.py:378 Plugin 'fal' registered video_gen provider: fal
INFO     hermes_cli.plugins:plugins.py:378 Plugin 'xai' registered video_gen provider: xai
INFO     hermes_cli.plugins:plugins.py:378 Plugin 'web-brave-free' registered web provider: brave-free
INFO     hermes_cli.plugins:plugins.py:378 Plugin 'web-ddgs' registered web provider: ddgs
INFO     hermes_cli.plugins:plugins.py:378 Plugin 'web-exa' registered web provider: exa
INFO     hermes_cli.plugins:plugins.py:378 Plugin 'web-firecrawl' registered web provider: firecrawl
INFO     hermes_cli.plugins:plugins.py:378 Plugin 'web-keenable' registered web provider: keenable
INFO     hermes_cli.plugins:plugins.py:378 Plugin 'web-parallel' registered web provider: parallel
INFO     hermes_cli.plugins:plugins.py:378 Plugin 'web-perplexity' registered web provider: perplexity
INFO     hermes_cli.plugins:plugins.py:378 Plugin 'web-searxng' registered web provider: searxng
INFO     hermes_cli.plugins:plugins.py:378 Plugin 'web-tavily' registered web provider: tavily
INFO     hermes_cli.plugins:plugins.py:378 Plugin 'web-xai' registered web provider: xai
INFO     hermes_cli.plugins:plugins.py:1451 Plugin discovery complete: 64 found, 51 enabled
INFO     agent.model_metadata:model_metadata.py:1873 No model id provided for context length resolution — defaulting to 256,000 tokens.
------------------------------ Captured log call -------------------------------
INFO     agent.turn_context:turn_context.py:842 conversation turn: session=20260908_021746_f74346 model= provider=custom:other-local platform=unknown history=0 msg='answer me'
INFO     run_agent:client_lifecycle.py:130 OpenAI client closed (request_complete, shared=False, tcp_force_closed=0) thread=Thread-63 (<lambda>):138731705067200 provider=custom:other-local base_url=https://openrouter.ai/api/v1 model=
INFO     agent.conversation_loop:turn_usage.py:84 API call #1: model= provider=custom:other-local in=? out=? total=? latency=0.0s usage=unavailable
WARNING  agent.conversation_loop:turn_empty_response.py:68 Empty response (no content or reasoning) — retry 1/3 in 0.0s (model=)
INFO     run_agent:client_lifecycle.py:130 OpenAI client closed (request_complete, shared=False, tcp_force_closed=0) thread=Thread-64 (<lambda>):138731705067200 provider=custom:other-local base_url=https://openrouter.ai/api/v1 model=
INFO     agent.conversation_loop:turn_usage.py:84 API call #2: model= provider=custom:other-local in=? out=? total=? latency=0.0s usage=unavailable
WARNING  agent.conversation_loop:turn_empty_response.py:257 Repeated empty response detected (model= provider=custom:other-local finish_reason=stop) — skipping remaining retries
WARNING  agent.conversation_loop:turn_empty_response.py:269 Empty response after 1 retries — attempting fallback (model=, provider=custom:other-local)
